ADMITTED_DT,CUSTODY_LEVEL,BRADH,RACE,GENDER,INMATE_STATUS_CODE,SRG_FLG,TOP_CHARGE,INFRACTION,AGE_RANGE
03/24/2025 01:06:24 PM,MED,N_BRADH,O,M,DE,N_SRG_FLG,125.27,N_INFRACTION,26-35
07/22/2024 11:27:26 PM,MAX,Y_BRADH,O,M,DE,N_SRG_FLG,110-160.15,N_INFRACTION,36-45
04/03/2023 04:09:29 PM,MED,N_BRADH,O,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,36-45
05/31/2023 01:15:10 PM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,18-25
04/04/2025 09:00:35 PM,MIN,Y_BRADH,B,M,DEP,N_SRG_FLG,FOA 900.00,N_INFRACTION,46-55
04/03/2025 09:12:26 PM,MIN,Y_BRADH,W,M,DE,N_SRG_FLG,240.55,N_INFRACTION,46-55
01/09/2025 01:54:02 AM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,140.20,Y_INFRACTION,36-45
11/24/2024 02:41:05 PM,MIN,Y_BRADH,B,F,DE,N_SRG_FLG,110-120.10,N_INFRACTION,56-65
06/11/2024 11:31:41 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,130.35,N_INFRACTION,56-65
05/09/2024 02:51:44 PM,MED,Y_BRADH,B,F,DE,N_SRG_FLG,110-120.10,Y_INFRACTION,26-35
04/21/2023 10:58:28 AM,MED,Y_BRADH,B,M,DE,Y_SRG_FLG,125.25,Y_INFRACTION,26-35
08/16/2024 07:12:17 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,56-65
08/29/2024 04:54:35 PM,MED,N_BRADH,B,M,DE,Y_SRG_FLG,160.15,N_INFRACTION,18-25
11/01/2023 11:59:58 PM,MED,Y_BRADH,O,M,SSR,N_SRG_FLG,,Y_INFRACTION,36-45
06/05/2024 11:16:37 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,26-35
07/03/2024 08:47:02 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,265.02,Y_INFRACTION,36-45
12/24/2023 06:29:53 PM,MAX,Y_BRADH,B,M,SSR,Y_SRG_FLG,,Y_INFRACTION,18-25
03/04/2023 08:41:38 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,220.21,Y_INFRACTION,36-45
12/06/2024 04:10:34 PM,MED,Y_BRADH,B,M,DEP,N_SRG_FLG,130.52,N_INFRACTION,36-45
12/07/2023 04:23:37 PM,,Y_BRADH,B,M,DE,N_SRG_FLG,150.15,Y_INFRACTION,36-45
05/31/2024 01:07:27 AM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,56-65
11/21/2024 08:05:52 PM,MED,N_BRADH,B,M,CS,N_SRG_FLG,140.15,Y_INFRACTION,36-45
12/14/2021 04:15:13 PM,MED,Y_BRADH,O,M,SSR,Y_SRG_FLG,,Y_INFRACTION,36-45
10/25/2024 01:31:09 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,160.10,N_INFRACTION,26-35
01/13/2025 11:37:04 PM,MED,Y_BRADH,B,F,DE,N_SRG_FLG,125.25,Y_INFRACTION,18-25
03/08/2023 04:20:07 PM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,105.15,Y_INFRACTION,18-25
01/27/2025 09:59:08 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,140.25,Y_INFRACTION,36-45
10/11/2024 01:54:08 PM,MED,N_BRADH,B,M,DE,Y_SRG_FLG,265.01B,Y_INFRACTION,26-35
06/09/2021 05:45:56 PM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,125.25,Y_INFRACTION,26-35
03/29/2024 11:26:09 AM,MAX,Y_BRADH,O,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,26-35
07/14/2022 12:30:00 PM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,120.10,Y_INFRACTION,26-35
03/16/2025 04:04:10 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,120.05,N_INFRACTION,56-65
02/16/2025 12:05:36 PM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,160.10,N_INFRACTION,26-35
04/04/2025 11:57:06 AM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,110-120.10,N_INFRACTION,56-65
10/18/2024 03:48:53 PM,MED,Y_BRADH,O,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,26-35
02/16/2024 12:31:59 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,155.30,Y_INFRACTION,36-45
07/18/2024 04:54:44 PM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,265.03,Y_INFRACTION,36-45
10/21/2024 11:08:00 AM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,46-55
06/20/2024 04:23:44 PM,MAX,Y_BRADH,O,M,DE,N_SRG_FLG,160.15,Y_INFRACTION,26-35
08/12/2022 04:58:29 PM,MAX,N_BRADH,O,M,DE,Y_SRG_FLG,125.25,Y_INFRACTION,26-35
08/31/2024 02:53:20 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,220.39,N_INFRACTION,56-65
09/23/2022 02:48:00 PM,MED,Y_BRADH,B,F,DE,N_SRG_FLG,125.25,Y_INFRACTION,46-55
01/06/2023 09:43:04 PM,MAX,N_BRADH,O,M,DE,Y_SRG_FLG,110-125.25,Y_INFRACTION,18-25
01/13/2025 04:38:49 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,165.45,N_INFRACTION,18-25
09/16/2024 02:46:32 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,220.21,N_INFRACTION,46-55
03/31/2025 06:11:19 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,,N_INFRACTION,36-45
07/09/2024 03:51:40 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,18-25
10/31/2024 07:20:29 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,265.03,N_INFRACTION,36-45
04/03/2025 01:34:33 AM,MIN,Y_BRADH,O,M,DE,N_SRG_FLG,155.35,N_INFRACTION,36-45
12/15/2023 04:33:02 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,160.15,Y_INFRACTION,36-45
08/27/2024 04:57:33 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,120.05,N_INFRACTION,26-35
03/26/2025 04:21:00 PM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,140.25,N_INFRACTION,36-45
02/27/2025 01:13:14 AM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,140.25,N_INFRACTION,46-55
11/06/2021 08:42:00 PM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,125.25,Y_INFRACTION,26-35
02/05/2025 10:25:13 AM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,220.21,N_INFRACTION,26-35
07/17/2024 12:47:03 PM,MED,Y_BRADH,O,M,DE,N_SRG_FLG,125.25,N_INFRACTION,46-55
11/03/2024 01:41:12 AM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,215.51,N_INFRACTION,36-45
01/29/2025 12:39:54 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,220.16,N_INFRACTION,56-65
04/25/2024 09:02:38 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,140.20,N_INFRACTION,36-45
07/01/2021 02:46:14 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,125.20,N_INFRACTION,36-45
09/12/2024 08:52:03 PM,MIN,Y_BRADH,B,M,CS,N_SRG_FLG,,N_INFRACTION,26-35
09/07/2024 05:00:23 PM,MAX,N_BRADH,B,M,DEP,Y_SRG_FLG,160.15,N_INFRACTION,46-55
04/17/2025 04:17:19 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,120.05,N_INFRACTION,36-45
04/05/2025 12:51:01 AM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,110-160.15,N_INFRACTION,26-35
04/12/2025 07:51:13 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,110-160.10,N_INFRACTION,26-35
04/14/2025 08:43:11 PM,MED,N_BRADH,O,M,DE,N_SRG_FLG,FOA 900.00,N_INFRACTION,36-45
07/25/2024 01:42:25 PM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,110-125.25,Y_INFRACTION,18-25
04/02/2025 06:00:16 PM,MIN,Y_BRADH,O,M,DE,N_SRG_FLG,155.25,N_INFRACTION,26-35
12/29/2023 08:17:07 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,56-65
08/08/2024 01:13:00 AM,MED,N_BRADH,O,M,DE,N_SRG_FLG,130.95,N_INFRACTION,36-45
12/01/2023 06:42:00 PM,MAX,N_BRADH,B,M,SSR,N_SRG_FLG,265.01,Y_INFRACTION,26-35
09/25/2024 12:54:32 AM,MIN,Y_BRADH,B,M,CS,N_SRG_FLG,155.25,N_INFRACTION,36-45
09/11/2024 11:57:02 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,110-120.10,Y_INFRACTION,26-35
08/16/2024 05:03:43 PM,MAX,Y_BRADH,B,M,SSR,Y_SRG_FLG,,N_INFRACTION,26-35
04/21/2025 01:10:31 PM,MIN,Y_BRADH,O,M,DE,N_SRG_FLG,120.05,N_INFRACTION,26-35
12/03/2024 02:05:41 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,130.75,Y_INFRACTION,46-55
09/19/2024 03:09:12 PM,MAX,Y_BRADH,B,M,DEP,N_SRG_FLG,120.05,Y_INFRACTION,36-45
04/12/2025 09:23:03 PM,MED,N_BRADH,W,M,DE,N_SRG_FLG,140.25,N_INFRACTION,36-45
04/14/2025 12:54:16 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,160.05,N_INFRACTION,56-65
11/07/2024 01:25:34 PM,MAX,Y_BRADH,O,M,DE,N_SRG_FLG,120.05,N_INFRACTION,18-25
10/27/2024 07:17:28 PM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,160.15,Y_INFRACTION,46-55
04/14/2025 03:27:36 PM,MAX,N_BRADH,O,M,DE,N_SRG_FLG,155.35,N_INFRACTION,36-45
04/09/2025 08:56:45 PM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,215.51,N_INFRACTION,26-35
12/13/2024 11:40:23 AM,MED,N_BRADH,B,M,CS,N_SRG_FLG,265.01,Y_INFRACTION,26-35
04/02/2025 05:05:07 PM,MED,Y_BRADH,B,F,DE,N_SRG_FLG,110-125.25,N_INFRACTION,26-35
12/19/2024 04:29:09 PM,MED,N_BRADH,W,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,18-25
03/27/2025 12:47:03 PM,MIN,N_BRADH,O,F,CS,N_SRG_FLG,220.06,N_INFRACTION,36-45
08/14/2024 09:18:19 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,140.30,Y_INFRACTION,26-35
04/13/2024 12:30:00 AM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,26-35
01/07/2024 11:45:38 PM,MAX,N_BRADH,O,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,26-35
02/21/2025 11:59:40 PM,MED,Y_BRADH,O,F,DE,N_SRG_FLG,FOA 900.00,N_INFRACTION,36-45
04/12/2025 04:41:35 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,215.56,N_INFRACTION,36-45
07/13/2023 05:14:22 PM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,110-125.25,Y_INFRACTION,18-25
02/28/2022 08:57:45 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,110-125.25,Y_INFRACTION,56-65
01/07/2025 04:45:13 PM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,110-125.25,Y_INFRACTION,18-25
10/27/2024 12:53:13 AM,MED,Y_BRADH,B,M,CS,N_SRG_FLG,,N_INFRACTION,36-45
04/02/2025 05:46:20 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,265.03,N_INFRACTION,26-35
02/10/2025 05:17:53 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,125.27,N_INFRACTION,46-55
11/21/2024 03:30:21 PM,MAX,Y_BRADH,W,M,DE,N_SRG_FLG,110-125.27,Y_INFRACTION,36-45
12/08/2024 08:16:51 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,36-45
05/06/2024 10:43:21 AM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,140.30,Y_INFRACTION,36-45
10/14/2024 12:21:28 AM,MAX,Y_BRADH,O,M,DE,N_SRG_FLG,120.10,Y_INFRACTION,26-35
03/27/2025 12:59:42 PM,MED,Y_BRADH,O,M,DEP,N_SRG_FLG,VOP,N_INFRACTION,26-35
01/31/2025 11:19:05 AM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,160.15,N_INFRACTION,36-45
03/13/2025 12:16:00 AM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,140.30,N_INFRACTION,36-45
12/21/2023 11:39:11 PM,MED,Y_BRADH,W,M,DE,N_SRG_FLG,150.15,N_INFRACTION,36-45
05/25/2024 11:50:35 AM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,220.16,N_INFRACTION,46-55
08/06/2024 05:00:57 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,125.25,N_INFRACTION,36-45
07/22/2023 08:00:58 PM,MED,N_BRADH,O,M,DE,N_SRG_FLG,130.35,N_INFRACTION,56-65
04/11/2025 12:11:04 AM,MIN,N_BRADH,W,M,DE,N_SRG_FLG,265.03,N_INFRACTION,46-55
03/26/2025 12:03:23 AM,MED,N_BRADH,B,M,DE,N_SRG_FLG,140.20,N_INFRACTION,56-65
01/23/2025 05:59:57 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,120.00,N_INFRACTION,26-35
03/26/2025 11:00:27 AM,MED,N_BRADH,B,M,DE,N_SRG_FLG,220.16,N_INFRACTION,46-55
11/13/2024 04:28:58 PM,MED,N_BRADH,B,M,DE,Y_SRG_FLG,110-125.25,Y_INFRACTION,18-25
08/07/2023 08:35:24 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,160.15,Y_INFRACTION,26-35
04/04/2025 01:55:49 PM,MIN,N_BRADH,O,M,CS,N_SRG_FLG,,N_INFRACTION,26-35
10/12/2024 12:00:00 AM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,160.15,Y_INFRACTION,26-35
12/08/2024 05:34:41 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,160.15,N_INFRACTION,36-45
01/01/2025 08:44:37 PM,MED,N_BRADH,O,M,DE,Y_SRG_FLG,265.03,N_INFRACTION,18-25
10/02/2024 11:46:37 PM,MAX,N_BRADH,B,M,DEP,Y_SRG_FLG,125.25,N_INFRACTION,26-35
10/21/2023 06:45:47 PM,MED,N_BRADH,O,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,46-55
11/06/2023 04:54:07 PM,MIN,N_BRADH,O,M,SSR,N_SRG_FLG,220.21,N_INFRACTION,36-45
02/06/2021 01:32:36 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,110-125.25,Y_INFRACTION,36-45
03/17/2025 01:07:49 AM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,120.14,N_INFRACTION,46-55
06/02/2022 11:27:00 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,160.10,Y_INFRACTION,36-45
01/14/2025 04:29:19 PM,MED,N_BRADH,B,M,DE,Y_SRG_FLG,125.25,N_INFRACTION,26-35
12/04/2024 05:09:19 PM,MAX,Y_BRADH,O,M,DEP,N_SRG_FLG,215.50,Y_INFRACTION,36-45
04/21/2025 01:52:10 PM,MED,Y_BRADH,O,M,DE,N_SRG_FLG,220.39,N_INFRACTION,36-45
01/24/2020 02:09:13 AM,MAX,Y_BRADH,B,M,SSR,Y_SRG_FLG,VTL 1192.1,Y_INFRACTION,26-35
11/04/2024 11:15:42 AM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,265.03,Y_INFRACTION,18-25
10/13/2024 12:57:18 AM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,46-55
04/21/2025 06:49:27 PM,MED,N_BRADH,O,M,DE,N_SRG_FLG,130.25,N_INFRACTION,26-35
03/02/2023 04:55:50 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,125.27,N_INFRACTION,46-55
01/07/2025 04:56:56 PM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,135.25,Y_INFRACTION,26-35
04/14/2025 08:24:49 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,FOA 900.00,N_INFRACTION,26-35
03/24/2025 11:27:07 AM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,120.10,N_INFRACTION,26-35
11/03/2024 04:43:41 PM,MED,Y_BRADH,O,F,DE,N_SRG_FLG,160.15,Y_INFRACTION,26-35
03/26/2025 11:02:31 AM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,120.05,Y_INFRACTION,18-25
02/27/2025 11:29:00 PM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,265.03,N_INFRACTION,18-25
10/27/2022 08:52:00 PM,MED,N_BRADH,B,M,SSR,Y_SRG_FLG,,Y_INFRACTION,36-45
02/14/2025 06:00:03 PM,MAX,N_BRADH,O,M,DE,Y_SRG_FLG,CO,N_INFRACTION,18-25
05/23/2024 04:41:32 PM,MED,Y_BRADH,B,M,CS,Y_SRG_FLG,125.25,N_INFRACTION,18-25
07/06/2024 12:57:47 AM,MED,Y_BRADH,O,M,DE,Y_SRG_FLG,110-125.27,Y_INFRACTION,18-25
04/22/2023 10:35:00 PM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,160.15,Y_INFRACTION,26-35
03/04/2025 12:59:04 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,155.30,N_INFRACTION,26-35
11/19/2024 03:39:42 PM,MED,Y_BRADH,O,M,DE,N_SRG_FLG,125.27,Y_INFRACTION,46-55
04/23/2024 12:22:48 PM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,26-35
11/30/2022 11:04:00 PM,MED,Y_BRADH,B,M,DE,Y_SRG_FLG,160.05,Y_INFRACTION,18-25
03/15/2025 11:55:00 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,120.05,N_INFRACTION,26-35
02/05/2025 11:17:02 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,220.21,N_INFRACTION,36-45
07/19/2024 09:19:19 PM,MAX,Y_BRADH,W,M,DE,Y_SRG_FLG,160.15,Y_INFRACTION,26-35
12/06/2024 11:42:29 AM,MAX,N_BRADH,O,M,DE,N_SRG_FLG,160.15,Y_INFRACTION,18-25
01/14/2025 08:59:05 PM,MIN,Y_BRADH,A,M,DE,N_SRG_FLG,110-160.15,N_INFRACTION,26-35
10/10/2024 11:41:43 PM,MED,N_BRADH,A,M,DE,N_SRG_FLG,130.35,N_INFRACTION,36-45
09/13/2024 07:36:22 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,120.05,Y_INFRACTION,26-35
12/29/2023 05:03:39 PM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,125.25,Y_INFRACTION,18-25
04/22/2025 01:12:28 AM,,N_BRADH,B,M,DE,N_SRG_FLG,155.35,N_INFRACTION,36-45
02/10/2025 01:40:41 AM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,160.15,N_INFRACTION,36-45
04/05/2025 12:43:34 PM,MAX,N_BRADH,O,M,DE,N_SRG_FLG,140.25,N_INFRACTION,26-35
12/11/2024 05:06:14 PM,MED,Y_BRADH,W,F,DE,N_SRG_FLG,125.25,N_INFRACTION,18-25
04/21/2025 06:46:44 PM,MED,N_BRADH,O,M,DE,N_SRG_FLG,220.16,N_INFRACTION,26-35
11/10/2024 01:14:57 AM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,265.03,Y_INFRACTION,18-25
01/07/2025 12:43:28 AM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,155.30,N_INFRACTION,56-65
11/20/2023 02:34:38 PM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,110-125.25,Y_INFRACTION,26-35
02/09/2025 12:38:53 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,125.25,N_INFRACTION,56-65
03/22/2025 01:02:00 AM,MED,N_BRADH,W,M,DE,N_SRG_FLG,140.25,N_INFRACTION,46-55
12/18/2024 08:24:11 PM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,220.16,N_INFRACTION,26-35
05/06/2024 10:53:46 AM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,110-125.25,Y_INFRACTION,18-25
04/16/2025 07:23:08 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,140.25,N_INFRACTION,36-45
02/19/2024 06:56:00 PM,MIN,Y_BRADH,O,M,CS,N_SRG_FLG,,Y_INFRACTION,46-55
04/18/2024 01:24:32 AM,MAX,Y_BRADH,O,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,26-35
03/23/2025 01:16:59 AM,MED,N_BRADH,O,M,DEP,N_SRG_FLG,130.65,N_INFRACTION,36-45
04/07/2025 11:18:38 AM,MIN,N_BRADH,B,M,SSR,N_SRG_FLG,120.05,N_INFRACTION,56-65
01/07/2025 03:25:22 PM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,105.15,Y_INFRACTION,18-25
01/23/2024 02:34:58 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,125.25,N_INFRACTION,26-35
05/16/2020 08:52:04 PM,MAX,Y_BRADH,O,M,DE,Y_SRG_FLG,220.18,Y_INFRACTION,26-35
04/18/2025 04:50:20 AM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,160.10,N_INFRACTION,18-25
11/26/2024 09:11:35 PM,MIN,Y_BRADH,O,M,DE,N_SRG_FLG,110-120.07,Y_INFRACTION,18-25
03/09/2025 05:21:03 PM,MED,Y_BRADH,O,M,DE,N_SRG_FLG,220.16,N_INFRACTION,46-55
01/05/2025 08:48:00 PM,MED,N_BRADH,O,M,DE,Y_SRG_FLG,125.25,N_INFRACTION,18-25
09/04/2024 07:59:15 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,120.05,N_INFRACTION,36-45
11/12/2024 12:12:42 AM,MED,Y_BRADH,O,M,DE,N_SRG_FLG,130.35,N_INFRACTION,36-45
01/07/2024 04:46:17 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,110-130.35,N_INFRACTION,36-45
11/01/2024 05:01:24 PM,MED,Y_BRADH,O,F,DE,N_SRG_FLG,160.10,Y_INFRACTION,36-45
01/21/2025 01:04:39 PM,MED,Y_BRADH,,,DE,N_SRG_FLG,160.15,N_INFRACTION,36-45
02/06/2025 09:17:15 PM,MED,Y_BRADH,O,M,DE,N_SRG_FLG,140.20,N_INFRACTION,26-35
07/07/2021 07:29:49 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,125.25,Y_INFRACTION,26-35
10/29/2024 12:54:03 PM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,140.20,N_INFRACTION,36-45
03/17/2025 01:06:00 PM,MED,Y_BRADH,W,M,DE,N_SRG_FLG,120.05,N_INFRACTION,26-35
02/27/2024 06:54:18 PM,MIN,Y_BRADH,O,M,DE,N_SRG_FLG,110-125.25,N_INFRACTION,36-45
04/10/2024 06:03:38 PM,MED,Y_BRADH,B,M,DE,Y_SRG_FLG,110-265.03,Y_INFRACTION,26-35
08/16/2024 07:35:05 PM,MED,Y_BRADH,B,M,CS,N_SRG_FLG,CO,N_INFRACTION,46-55
03/30/2025 12:31:27 PM,MIN,Y_BRADH,O,M,DE,N_SRG_FLG,165.50,N_INFRACTION,36-45
01/30/2025 09:30:45 AM,MED,N_BRADH,U,M,DEP,Y_SRG_FLG,VOP,N_INFRACTION,26-35
08/21/2024 08:57:41 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,125.27,N_INFRACTION,26-35
03/05/2025 04:28:20 PM,MIN,N_BRADH,B,M,CS,N_SRG_FLG,140.20,N_INFRACTION,56-65
07/27/2024 10:41:04 AM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,130.53,N_INFRACTION,26-35
03/03/2025 07:24:27 PM,MIN,Y_BRADH,W,M,DE,N_SRG_FLG,220.18,N_INFRACTION,36-45
03/12/2025 12:11:19 PM,MIN,Y_BRADH,B,F,DE,N_SRG_FLG,140.20,Y_INFRACTION,46-55
02/28/2025 05:18:42 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,160.10,N_INFRACTION,36-45
06/14/2024 03:53:48 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,265.03,N_INFRACTION,18-25
04/18/2025 08:46:54 PM,,N_BRADH,O,M,DE,N_SRG_FLG,215.52,N_INFRACTION,36-45
03/09/2025 07:34:00 PM,MIN,Y_BRADH,O,M,DE,N_SRG_FLG,120.05,N_INFRACTION,36-45
01/13/2025 05:25:35 PM,MED,Y_BRADH,O,M,DEP,N_SRG_FLG,VOP,N_INFRACTION,46-55
01/13/2025 05:34:00 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,160.15,N_INFRACTION,36-45
04/03/2025 05:24:21 PM,MED,N_BRADH,B,M,DE,N_SRG_FLG,205.30,N_INFRACTION,46-55
09/29/2021 12:18:10 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,125.25,N_INFRACTION,56-65
08/13/2024 02:45:25 PM,MED,Y_BRADH,B,M,DE,N_SRG_FLG,140.25,N_INFRACTION,56-65
09/12/2024 04:28:29 PM,MAX,Y_BRADH,O,F,DE,N_SRG_FLG,160.15,Y_INFRACTION,36-45
01/22/2025 01:10:40 AM,MIN,Y_BRADH,B,M,DE,N_SRG_FLG,145.10,N_INFRACTION,56-65
03/25/2025 04:36:31 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,120.05,N_INFRACTION,26-35
02/24/2025 01:21:00 PM,MIN,N_BRADH,B,M,DE,N_SRG_FLG,265.03,N_INFRACTION,46-55
03/25/2025 04:06:55 PM,MIN,N_BRADH,W,M,CS,N_SRG_FLG,,N_INFRACTION,36-45
12/14/2023 11:38:46 AM,MAX,Y_BRADH,B,M,DE,Y_SRG_FLG,160.15,Y_INFRACTION,36-45
04/01/2024 12:32:51 AM,MED,Y_BRADH,B,M,DE,Y_SRG_FLG,110-125.25,N_INFRACTION,36-45
09/29/2024 01:23:00 AM,MED,Y_BRADH,O,M,CS,Y_SRG_FLG,265.01,Y_INFRACTION,18-25
04/01/2025 08:00:51 PM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,140.20,N_INFRACTION,36-45
04/27/2024 12:51:06 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,120.05,N_INFRACTION,36-45
06/13/2024 06:50:48 PM,MAX,N_BRADH,B,M,DE,Y_SRG_FLG,110-125.25,Y_INFRACTION,18-25
05/22/2024 12:23:51 PM,MIN,Y_BRADH,O,M,DE,N_SRG_FLG,105.10,Y_INFRACTION,26-35
12/06/2024 03:47:16 PM,MED,Y_BRADH,W,M,DE,N_SRG_FLG,160.10,Y_INFRACTION,36-45
03/21/2025 12:38:35 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,220.43,N_INFRACTION,46-55
04/11/2025 05:28:15 PM,MIN,N_BRADH,O,M,DE,N_SRG_FLG,,N_INFRACTION,18-25
10/15/2022 04:52:36 PM,MAX,Y_BRADH,B,M,DE,N_SRG_FLG,130.95,Y_INFRACTION,26-35
